full_name,state,party,role,cc_score,cc_score_state_mean,color,x_score
Jeannie Darneille,Washington,Democrat,Senator,87.8,63.14678896,blue,87.8
Mari Leavitt,Washington,Democrat,Representative,75,63.14678896,blue,75
Evan Worrell,West Virginia,Republican,Representative,30.4,30.35029443,red,30.4
Mark Zatezalo,West Virginia,Republican,Representative,7.1,30.35029443,red,7.1
Jason Barrett,West Virginia,Republican,Representative,42.3,30.35029443,red,42.3
John Hott,West Virginia,Republican,Representative,25.9,30.35029443,red,25.9
Michael Maroney,West Virginia,Republican,Senator,0,30.35029443,red,0
Ken Reed,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Josh Booth,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Mark Maynard,West Virginia,Republican,Senator,4.2,30.35029443,red,4.2
Heather Tully,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Brandon Steele,West Virginia,Republican,Representative,21.7,30.35029443,red,21.7
Charles Trump,West Virginia,Republican,Senator,12.5,30.35029443,red,12.5
Shawn Fluharty,West Virginia,Democrat,Representative,59.5,30.35029443,blue,59.5
Dianna Graves,West Virginia,Republican,Representative,25.9,30.35029443,red,25.9
Ryan Weld,West Virginia,Republican,Senator,3.8,30.35029443,red,3.8
Buck Jennings,West Virginia,Republican,Representative,25.9,30.35029443,red,25.9
Michael Woelfel,West Virginia,Democrat,Senator,31.8,30.35029443,blue,31.8
Joe Jeffries,West Virginia,Republican,Representative,14.8,30.35029443,red,14.8
Charles Clements,West Virginia,Republican,Senator,0,30.35029443,red,0
Johnnie Wamsley,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Cody Thompson,West Virginia,Democrat,Representative,56,30.35029443,blue,56
Geoff Foster,West Virginia,Republican,Representative,17.9,30.35029443,red,17.9
Danny Hamrick,West Virginia,Republican,Representative,20.5,30.35029443,red,20.5
Doug Smith,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Rupert Phillips,West Virginia,Republican,Senator,16.7,30.35029443,red,16.7
Bill Hamilton,West Virginia,Republican,Senator,18.5,30.35029443,red,18.5
Clay Riley,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Ruth Rowan,West Virginia,Republican,Representative,22,30.35029443,red,22
Guy Ward,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Josh Holstein,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Dean Jeffries,West Virginia,Republican,Representative,18.5,30.35029443,red,18.5
Doug Skaff,West Virginia,Democrat,Representative,40.7,30.35029443,blue,40.7
Eric Tarr,West Virginia,Republican,Senator,0,30.35029443,red,0
Joshua Higginbotham,West Virginia,Republican,Representative,26.9,30.35029443,red,26.9
Amy Nichole Grady,West Virginia,Republican,Senator,N/A,30.35029443,grey,120
Craig Blair,West Virginia,Republican,Senator,4.2,30.35029443,red,4.2
Larry Rowe,West Virginia,Democrat,Representative,53.7,30.35029443,blue,53.7
Laura Kimble,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Kayla Kessinger,West Virginia,Republican,Representative,12.8,30.35029443,red,12.8
Pat McGeehan,West Virginia,Republican,Representative,17.9,30.35029443,red,17.9
Robert Plymale,West Virginia,Democrat,Senator,16.7,30.35029443,blue,16.7
Nathan Brown,West Virginia,Democrat,Representative,13,30.35029443,blue,13
Roger Hanshaw,West Virginia,Republican,Representative,20.5,30.35029443,red,20.5
Chad Lovejoy,West Virginia,Democrat,Representative,40.7,30.35029443,blue,40.7
Randy Smith,West Virginia,Republican,Senator,15.4,30.35029443,red,15.4
Patrick Martin,West Virginia,Republican,Senator,11.1,30.35029443,red,11.1
William Ihlenfeld,West Virginia,Democrat,Senator,84.6,30.35029443,blue,84.6
Adrian Criss,West Virginia,Republican,Representative,33.3,30.35029443,red,33.3
Ron Stollings,West Virginia,Democrat,Senator,31.8,30.35029443,blue,31.8
Glenn Jeffries,West Virginia,Democrat,Senator,84.6,30.35029443,blue,84.6
Don Forsht,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
David Pethtel,West Virginia,Democrat,Representative,22,30.35029443,blue,22
Evan Hansen,West Virginia,Democrat,Representative,92.6,30.35029443,blue,92.6
John Hardy,West Virginia,Republican,Representative,25.9,30.35029443,red,25.9
Roy Cooper,West Virginia,Republican,Representative,22,30.35029443,red,22
Austin Haynes,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Rollan Roberts,West Virginia,Republican,Senator,0,30.35029443,red,0
Donna Boley,West Virginia,Republican,Senator,5,30.35029443,red,5
Caleb Hanna,West Virginia,Republican,Representative,25.9,30.35029443,red,25.9
Tom Fast,West Virginia,Republican,Representative,12.2,30.35029443,red,12.2
Stephen Baldwin,West Virginia,Democrat,Senator,84.6,30.35029443,blue,84.6
William Swope,West Virginia,Republican,Senator,0,30.35029443,red,0
Mike Azinger,West Virginia,Republican,Senator,0,30.35029443,red,0
Todd Longanacre,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Mark Dean,West Virginia,Republican,Representative,8.3,30.35029443,red,8.3
Sean Hornbuckle,West Virginia,Democrat,Representative,60.5,30.35029443,blue,60.5
Brent Boggs,West Virginia,Democrat,Representative,27,30.35029443,blue,27
John Kelly,West Virginia,Republican,Representative,19.5,30.35029443,red,19.5
Marty Gearheart,West Virginia,Republican,Representative,14.3,30.35029443,red,14.3
Matthew Rohrbach,West Virginia,Republican,Representative,28.2,30.35029443,red,28.2
David Kelly,West Virginia,Republican,Representative,25.9,30.35029443,red,25.9
Charles Horst,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
John Unger,West Virginia,Democrat,Senator,58.3,30.35029443,blue,58.3
Jeffrey Pack,West Virginia,Republican,Representative,25.9,30.35029443,red,25.9
William Anderson,West Virginia,Republican,Representative,22,30.35029443,red,22
Margitta Mazzocchi,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Terrishie Sypolt,West Virginia,Republican,Representative,25.9,30.35029443,red,25.9
Barbara Fleischauer,West Virginia,Democrat,Representative,94.9,30.35029443,blue,94.9
Jim Barach,West Virginia,Democrat,Representative,N/A,30.35029443,grey,120
Patricia Rucker,West Virginia,Republican,Senator,0,30.35029443,red,0
Adam Burkhammer,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Bennett Queen,West Virginia,Republican,Representative,28,30.35029443,red,28
Mike Pushkin,West Virginia,Democrat,Representative,87.8,30.35029443,blue,87.8
John Doyle,West Virginia,Democrat,Representative,92.6,30.35029443,blue,92.6
Richard Lindsay,West Virginia,Democrat,Senator,84.6,30.35029443,blue,84.6
Zachery Maynard,West Virginia,Republican,Representative,11.1,30.35029443,red,11.1
Gary Howell,West Virginia,Republican,Representative,22,30.35029443,red,22
Phillip Diserio,West Virginia,Democrat,Representative,63,30.35029443,blue,63
Moore Capito,West Virginia,Republican,Representative,25.9,30.35029443,red,25.9
Lisa Zukoff,West Virginia,Democrat,Representative,33.3,30.35029443,blue,33.3
Dave Sypolt,West Virginia,Republican,Senator,12.5,30.35029443,red,12.5
Riley Keaton,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Amy Summers,West Virginia,Republican,Representative,26.8,30.35029443,red,26.8
Jack Woodrum,West Virginia,Republican,Senator,N/A,30.35029443,grey,120
Bryan Ward,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
John Mandt,West Virginia,Republican,Representative,25.9,30.35029443,red,25.9
Erikka Storch,West Virginia,Republican,Representative,23.7,30.35029443,red,23.7
Paul Espinosa,West Virginia,Republican,Representative,23.1,30.35029443,red,23.1
George Miller,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Steve Westfall,West Virginia,Republican,Representative,16.7,30.35029443,red,16.7
Joseph Statler,West Virginia,Republican,Representative,14.3,30.35029443,red,14.3
Christopher Toney,West Virginia,Republican,Representative,11.1,30.35029443,red,11.1
Joey Garcia,West Virginia,Democrat,Representative,N/A,30.35029443,grey,120
Robert Karnes,West Virginia,Republican,Senator,18.2,30.35029443,red,18.2
Dennis Kimes,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Michael Romano,West Virginia,Democrat,Senator,75,30.35029443,blue,75
Joe Ellington,West Virginia,Republican,Representative,23.7,30.35029443,red,23.7
Anthony Paynter,West Virginia,Republican,Representative,11.1,30.35029443,red,11.1
Chris Pritt,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Eric Householder,West Virginia,Republican,Representative,22,30.35029443,red,22
Daniel Linville,West Virginia,Republican,Representative,28,30.35029443,red,28
Chris Phillips,West Virginia,Republican,Representative,18.5,30.35029443,red,18.5
William Nestor,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Charlie Reynolds,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Tom Takubo,West Virginia,Republican,Senator,8.3,30.35029443,red,8.3
Larry Pack,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Roger Conley,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Danielle Walker,West Virginia,Democrat,Representative,84,30.35029443,blue,84
Barry Bruce,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Trenton Barnhart,West Virginia,Republican,Representative,29.4,30.35029443,red,29.4
Jordan Bridges,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Robert Beach,West Virginia,Democrat,Senator,75,30.35029443,blue,75
David Stover,West Virginia,Republican,Senator,N/A,30.35029443,grey,120
Mick Bates,West Virginia,Democrat,Representative,53.7,30.35029443,blue,53.7
Dana Ferrell,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Kayla Young,West Virginia,Democrat,Representative,N/A,30.35029443,grey,120
Rickey Griffith,West Virginia,Democrat,Representative,N/A,30.35029443,grey,120
Edward Evans,West Virginia,Democrat,Representative,32,30.35029443,blue,32
John Williams,West Virginia,Democrat,Representative,66.7,30.35029443,blue,66.7
Phil Mallow,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Wayne Clark,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Jonathan Pinson,West Virginia,Republican,Representative,N/A,30.35029443,grey,120
Carl Martin,West Virginia,Republican,Representative,13,30.35029443,red,13
Roman Prezioso,West Virginia,Democrat,Senator,45.5,30.35029443,blue,45.5
Corey Palumbo,West Virginia,Democrat,Senator,52.4,30.35029443,blue,52.4
Eric Wimberger,Wisconsin,Republican,Senator,N/A,40.38642103,grey,120
Michael Schraa,Wisconsin,Republican,Representative,2.6,40.38642103,red,2.6
Beth Meyers,Wisconsin,Democrat,Representative,97.4,40.38642103,blue,97.4
Rachael Cabral-Guevara,Wisconsin,Republican,Representative,N/A,40.38642103,grey,120
Kristina Shelton,Wisconsin,Democrat,Representative,N/A,40.38642103,grey,120
Jodi Emerson,Wisconsin,Democrat,Representative,100,40.38642103,blue,100
Kathleen Bernier,Wisconsin,Republican,Senator,5.6,40.38642103,red,5.6
Sondy Pope,Wisconsin,Democrat,Representative,100,40.38642103,blue,100
Gary Hebl,Wisconsin,Democrat,Representative,100,40.38642103,blue,100
John Jagler,Wisconsin,Republican,Senator,2.6,40.38642103,red,2.6
Timothy Carpenter,Wisconsin,Democrat,Senator,100,40.38642103,blue,100
Tyler August,Wisconsin,Republican,Representative,2.8,40.38642103,red,2.8
Jim Steineke,Wisconsin,Republican,Representative,2.6,40.38642103,red,2.6
Nick Milroy,Wisconsin,Democrat,Representative,100,40.38642103,blue,100
Terry Katsma,Wisconsin,Republican,Representative,2.6,40.38642103,red,2.6
Lena Taylor,Wisconsin,Democrat,Senator,100,40.38642103,blue,100
Travis Tranel,Wisconsin,Republican,Representative,15.4,40.38642103,red,15.4
Tip McGuire,Wisconsin,Democrat,Representative,100,40.38642103,blue,100
Gary Tauchen,Wisconsin,Republican,Representative,2.7,40.38642103,red,2.7
Warren Petryk,Wisconsin,Republican,Representative,11.1,40.38642103,red,11.1
Daniel Riemer,Wisconsin,Democrat,Representative,100,40.38642103,blue,100
Donna Rozar,Wisconsin,Republican,Representative,N/A,40.38642103,grey,120
Barbara Dittrich,Wisconsin,Republican,Representative,33.3,40.38642103,red,33.3
Kalan Haywood,Wisconsin,Democrat,Representative,100,40.38642103,blue,100
Calvin Callahan,Wisconsin,Republican,Representative,N/A,40.38642103,grey,120
John Macco,Wisconsin,Republican,Representative,0,40.38642103,red,0
Dianne Hesselbein,Wisconsin,Democrat,Representative,100,40.38642103,blue,100
John Spiros,Wisconsin,Republican,Representative,2.6,40.38642103,red,2.6
Deb Andraca,Wisconsin,Democrat,Representative,N/A,40.38642103,grey,120
Roger Roth,Wisconsin,Republican,Senator,10.3,40.38642103,red,10.3
Mary Felzkowski,Wisconsin,Republican,Senator,2.6,40.38642103,red,2.6
Elijah Behnke,Wisconsin,Republican,Representative,N/A,40.38642103,grey,120
Joan Ballweg,Wisconsin,Republican,Senator,2.8,40.38642103,red,2.8
Jon Plumer,Wisconsin,Republican,Representative,25,40.38642103,red,25
Ron Tusler,Wisconsin,Republican,Representative,5,40.38642103,red,5
Scott Allen,Wisconsin,Republican,Representative,8.1,40.38642103,red,8.1
Dave Considine,Wisconsin,Democrat,Representative,100,40.38642103,blue,100
Kenneth Skowronski,Wisconsin,Republican,Representative,2.9,40.38642103,red,2.9
Treig Pronschinske,Wisconsin,Republican,Representative,5,40.38642103,red,5
Jeremy Thiesfeldt,Wisconsin,Republican,Representative,2.6,40.38642103,red,2.6
Supreme Omokunde,Wisconsin,Democrat,Representative,N/A,40.38642103,grey,120
LaTonya Johnson,Wisconsin,Democrat,Senator,100,40.38642103,blue,100
Loren Oldenburg,Wisconsin,Republican,Representative,33.3,40.38642103,red,33.3
Duey Stroebel,Wisconsin,Republican,Senator,9.7,40.38642103,red,9.7
Robyn Vining,Wisconsin,Democrat,Representative,100,40.38642103,blue,100
Melissa Sargent,Wisconsin,Democrat,Senator,100,40.38642103,blue,100
Van Wanggaard,Wisconsin,Republican,Senator,9.7,40.38642103,red,9.7
Robert Wittke,Wisconsin,Republican,Representative,33.3,40.38642103,red,33.3
Katrina Shankland,Wisconsin,Democrat,Representative,100,40.38642103,blue,100
Robert Wirch,Wisconsin,Democrat,Senator,93.5,40.38642103,blue,93.5
Steve Doyle,Wisconsin,Democrat,Representative,100,40.38642103,blue,100
Mike Kuglitsch,Wisconsin,Republican,Representative,2.8,40.38642103,red,2.8
Timothy Ramthun,Wisconsin,Republican,Representative,33.3,40.38642103,red,33.3
Clint Moses,Wisconsin,Republican,Representative,N/A,40.38642103,grey,120
Robert Cowles,Wisconsin,Republican,Senator,40,40.38642103,red,40
David Steffen,Wisconsin,Republican,Representative,2.6,40.38642103,red,2.6
Patrick Snyder,Wisconsin,Republican,Representative,10,40.38642103,red,10
Tyler Vorpagel,Wisconsin,Republican,Representative,3,40.38642103,red,3
Christine Sinicki,Wisconsin,Democrat,Representative,100,40.38642103,blue,100
Jonathan Brostoff,Wisconsin,Democrat,Representative,100,40.38642103,blue,100
Chuck Wichgers,Wisconsin,Republican,Representative,15,40.38642103,red,15
Steve Nass,Wisconsin,Republican,Senator,9.7,40.38642103,red,9.7
Janet Bewley,Wisconsin,Democrat,Senator,92,40.38642103,blue,92
Kelda Roys,Wisconsin,Democrat,Senator,N/A,40.38642103,grey,120
Shae Sortwell,Wisconsin,Republican,Representative,33.3,40.38642103,red,33.3
Paul Tittl,Wisconsin,Republican,Representative,2.7,40.38642103,red,2.7
Dale Kooyenga,Wisconsin,Republican,Senator,0,40.38642103,red,0
Shannon Zimmerman,Wisconsin,Republican,Representative,6.2,40.38642103,red,6.2
Sylvia Ortiz-Velez,Wisconsin,Democrat,Representative,N/A,40.38642103,grey,120
Nancy Vander Meer,Wisconsin,Republican,Representative,7.9,40.38642103,red,7.9
Rob Stafsholt,Wisconsin,Republican,Senator,5.6,40.38642103,red,5.6
Rick Gundrum,Wisconsin,Republican,Representative,10,40.38642103,red,10
Jeff Smith,Wisconsin,Democrat,Senator,N/A,40.38642103,grey,120
Andre Jacque,Wisconsin,Republican,Senator,0,40.38642103,red,0
Howard Marklein,Wisconsin,Republican,Senator,9.7,40.38642103,red,9.7
Janel Brandtjen,Wisconsin,Republican,Representative,2.6,40.38642103,red,2.6
Gae Magnafici,Wisconsin,Republican,Representative,33.3,40.38642103,red,33.3
Dora Drake,Wisconsin,Democrat,Representative,N/A,40.38642103,grey,120
Mark Spreitzer,Wisconsin,Democrat,Representative,100,40.38642103,blue,100
Jimmy Anderson,Wisconsin,Democrat,Representative,100,40.38642103,blue,100
Jessie Rodriguez,Wisconsin,Republican,Representative,2.6,40.38642103,red,2.6
Janis Ringhand,Wisconsin,Democrat,Senator,96.8,40.38642103,blue,96.8
Cindi Duchow,Wisconsin,Republican,Representative,3.2,40.38642103,red,3.2
Adam Neylon,Wisconsin,Republican,Representative,2.6,40.38642103,red,2.6
Francesca Hong,Wisconsin,Democrat,Representative,N/A,40.38642103,grey,120
David Bowen,Wisconsin,Democrat,Representative,100,40.38642103,blue,100
Evan Goyke,Wisconsin,Democrat,Representative,100,40.38642103,blue,100
LaKeshia Myers,Wisconsin,Democrat,Representative,100,40.38642103,blue,100
Chris Kapenga,Wisconsin,Republican,Senator,8.6,40.38642103,red,8.6
Amy Loudenbeck,Wisconsin,Republican,Representative,2.6,40.38642103,red,2.6
Robin Vos,Wisconsin,Republican,Representative,2.6,40.38642103,red,2.6
Greta Neubauer,Wisconsin,Democrat,Representative,100,40.38642103,blue,100
Jerry Petrowski,Wisconsin,Republican,Senator,9.7,40.38642103,red,9.7
Christopher Larson,Wisconsin,Democrat,Senator,100,40.38642103,blue,100
Rob Summerfield,Wisconsin,Republican,Representative,5,40.38642103,red,5
Mark Born,Wisconsin,Republican,Representative,0,40.38642103,red,0
Don Vruwink,Wisconsin,Democrat,Representative,100,40.38642103,blue,100
Lisa Subeck,Wisconsin,Democrat,Representative,100,40.38642103,blue,100
Sara Rodriguez,Wisconsin,Democrat,Representative,N/A,40.38642103,grey,120
Dan Feyen,Wisconsin,Republican,Senator,20,40.38642103,red,20
Shelia Stubbs,Wisconsin,Democrat,Representative,100,40.38642103,blue,100
James Edming,Wisconsin,Republican,Representative,7.7,40.38642103,red,7.7
Rob Swearingen,Wisconsin,Republican,Representative,2.6,40.38642103,red,2.6
Jon Erpenbach,Wisconsin,Democrat,Senator,100,40.38642103,blue,100
Jesse James,Wisconsin,Republican,Representative,33.3,40.38642103,red,33.3
